date,ED_visits,avg_weather_C,avg_precip,avg_snow,is_holiday,is_weekend,season
4/19/2110,4,9.6,0.13,0,0,1,1
4/20/2110,2,9.6,0.13,0,0,1,1
4/21/2110,36,9.6,0.13,0,0,0,1
4/22/2110,9,9.6,0.13,0,0,0,1
4/25/2110,3,9.6,0.13,0,0,0,1
4/26/2110,9,9.6,0.13,0,0,1,1
4/27/2110,7,9.6,0.13,0,0,1,1
4/28/2110,6,9.6,0.13,0,0,0,1
5/2/2110,6,15.199999999999998,0.09,0,0,0,1
5/3/2110,4,15.2,0.09,0,0,1,1
5/4/2110,9,15.199999999999998,0.09,0,0,1,1
5/5/2110,25,15.2,0.09,0,0,0,1
5/6/2110,32,15.2,0.09,0,0,0,1
5/7/2110,2,15.2,0.09,0,0,0,1
5/9/2110,4,15.2,0.09,0,0,0,1
5/10/2110,7,15.2,0.09,0,0,1,1
5/12/2110,12,15.199999999999998,0.09,0,0,0,1
5/13/2110,4,15.2,0.09,0,0,0,1
5/14/2110,11,15.2,0.09,0,0,0,1
5/17/2110,24,15.199999999999998,0.09,0,0,1,1
5/18/2110,3,15.199999999999998,0.09,0,0,1,1
5/23/2110,15,15.2,0.09,0,0,0,1
5/24/2110,6,15.199999999999998,0.09,0,0,1,1
5/26/2110,6,15.199999999999998,0.09,0,0,0,1
5/27/2110,6,15.199999999999998,0.09,0,0,0,1
5/28/2110,10,15.2,0.09,0,0,0,1
5/29/2110,8,15.2,0.09,0,0,0,1
5/31/2110,7,15.2,0.09,0,0,1,1
6/2/2110,1,19.9,0.16,0.2,0,0,2
6/3/2110,1,19.9,0.16,0.2,0,0,2
6/4/2110,70,19.9,0.16,0.2,0,0,2
6/6/2110,4,19.9,0.16,0.2,0,0,2
6/7/2110,1,19.9,0.16,0.2,0,1,2
6/8/2110,8,19.9,0.16,0.2,0,1,2
6/10/2110,14,19.9,0.16,0.2,0,0,2
6/14/2110,8,19.9,0.16,0.2,0,1,2
6/15/2110,2,19.9,0.16,0.2,0,1,2
6/16/2110,96,19.9,0.16,0.20000000000000004,0,0,2
6/17/2110,2,19.9,0.16,0.2,0,0,2
6/18/2110,26,19.9,0.16,0.2,0,0,2
6/20/2110,15,19.9,0.16,0.2,0,0,2
6/21/2110,2,19.9,0.16,0.2,0,1,2
6/22/2110,22,19.9,0.16,0.2,0,1,2
6/23/2110,32,19.9,0.16,0.2,0,0,2
6/24/2110,1,19.9,0.16,0.2,0,0,2
6/26/2110,9,19.9,0.16,0.2,0,0,2
6/27/2110,14,19.9,0.16,0.2,0,0,2
7/1/2110,44,24.3,0.11,0.5,0,0,2
7/2/2110,31,24.3,0.11,0.5,0,0,2
7/4/2110,8,24.3,0.11,0.5,0,0,2
7/5/2110,12,24.3,0.11,0.5,0,1,2
7/6/2110,4,24.3,0.11,0.5,0,1,2
7/8/2110,3,24.3,0.11,0.5,0,0,2
7/9/2110,9,24.3,0.11,0.5,0,0,2
7/10/2110,31,24.3,0.11,0.5,0,0,2
7/11/2110,10,24.3,0.11000000000000001,0.5,0,0,2
7/13/2110,8,24.3,0.11,0.5,0,1,2
7/17/2110,25,24.3,0.11,0.5,0,0,2
7/19/2110,36,24.3,0.11,0.5,0,1,2
7/22/2110,4,24.3,0.11,0.5,0,0,2
7/23/2110,44,24.3,0.11,0.5,0,0,2
7/24/2110,2,24.3,0.11,0.5,0,0,2
7/25/2110,8,24.3,0.11,0.5,0,0,2
7/28/2110,6,24.3,0.11,0.5,0,0,2
7/29/2110,22,24.3,0.11,0.5,0,0,2
7/31/2110,6,24.3,0.11,0.5,0,0,2
8/1/2110,10,23.3,0.1,0.8,0,0,2
8/2/2110,13,23.300000000000004,0.1,0.8,0,1,2
8/3/2110,15,23.3,0.1,0.8,0,1,2
8/4/2110,5,23.3,0.1,0.8,0,0,2
8/5/2110,18,23.3,0.1,0.8,0,0,2
8/6/2110,3,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/7/2110,6,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/10/2110,4,23.3,0.1,0.8,0,1,2
8/11/2110,6,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/14/2110,3,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/15/2110,2,23.3,0.1,0.8,0,0,2
8/17/2110,4,23.3,0.1,0.8,0,1,2
8/18/2110,2,23.3,0.1,0.8,0,0,2
8/20/2110,12,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/22/2110,2,23.3,0.1,0.8,0,0,2
8/23/2110,16,23.3,0.1,0.8,0,1,2
8/24/2110,1,23.3,0.1,0.8,0,1,2
8/25/2110,18,23.3,0.1,0.8,0,0,2
8/26/2110,9,23.3,0.1,0.8,0,0,2
8/27/2110,7,23.3,0.1,0.8,0,0,2
8/28/2110,5,23.3,0.1,0.8,0,0,2
8/30/2110,8,23.3,0.1,0.8,0,1,2
8/31/2110,3,23.3,0.10000000000000002,0.8000000000000002,0,1,2
9/1/2110,9,19.5,0.1,0.3,0,0,0
9/2/2110,13,19.5,0.1,0.3,0,0,0
9/5/2110,4,19.5,0.1,0.3,0,0,0
9/6/2110,2,19.5,0.1,0.3,0,1,0
9/7/2110,6,19.5,0.10000000000000002,0.3,0,1,0
9/8/2110,6,19.5,0.10000000000000002,0.3,0,0,0
9/10/2110,5,19.5,0.1,0.3,0,0,0
9/13/2110,16,19.5,0.1,0.3,0,1,0
9/14/2110,4,19.5,0.1,0.3,0,1,0
9/15/2110,53,19.5,0.10000000000000002,0.3,0,0,0
9/21/2110,12,19.5,0.10000000000000002,0.3,0,1,0
9/24/2110,8,19.5,0.1,0.3,0,0,0
9/25/2110,6,19.5,0.10000000000000002,0.3,0,0,0
9/26/2110,3,19.5,0.10000000000000002,0.3,0,0,0
9/28/2110,5,19.5,0.1,0.3,0,1,0
9/30/2110,6,19.5,0.10000000000000002,0.3,0,0,0
10/2/2110,4,13.7,0.13,0,0,0,0
10/3/2110,6,13.699999999999998,0.13,0,0,0,0
10/5/2110,28,13.7,0.13,0,0,1,0
10/6/2110,4,13.7,0.13,0,0,0,0
10/7/2110,12,13.699999999999998,0.13,0,0,0,0
10/8/2110,6,13.699999999999998,0.13,0,0,0,0
10/10/2110,8,13.7,0.13,0,0,0,0
10/11/2110,3,13.699999999999998,0.13,0,0,1,0
10/12/2110,4,13.7,0.13,0,0,1,0
10/13/2110,10,13.7,0.13,0,0,0,0
10/14/2110,18,13.7,0.13,0,0,0,0
10/15/2110,8,13.7,0.13,0,0,0,0
10/16/2110,9,13.7,0.13,0,0,0,0
10/17/2110,2,13.7,0.13,0,0,0,0
10/18/2110,12,13.699999999999998,0.13,0,0,1,0
10/19/2110,7,13.7,0.13,0,0,1,0
10/20/2110,36,13.7,0.13,0,0,0,0
10/21/2110,4,13.7,0.13,0,0,0,0
10/22/2110,2,13.7,0.13,0,0,0,0
10/23/2110,13,13.7,0.13,0,0,0,0
10/25/2110,17,13.7,0.13,0,0,1,0
10/26/2110,9,13.7,0.13,0,0,1,0
10/28/2110,14,13.7,0.13,0,0,0,0
10/29/2110,5,13.7,0.13,0,0,0,0
10/30/2110,9,13.7,0.13,0,0,0,0
10/31/2110,4,13.7,0.13,0,0,0,0
11/1/2110,5,7,0.12,0,0,1,0
11/2/2110,6,7,0.12,0,0,1,0
11/3/2110,3,7,0.12,0,0,0,0
11/4/2110,10,7,0.12,0,0,0,0
11/5/2110,26,7,0.12000000000000001,0,0,0,0
11/6/2110,15,7,0.11999999999999998,0,0,0,0
11/7/2110,18,7,0.12000000000000001,0,0,0,0
11/9/2110,4,7,0.12,0,0,1,0
11/10/2110,7,7,0.12,0,0,0,0
11/11/2110,10,7,0.12,0,0,0,0
11/12/2110,8,7,0.12,0,0,0,0
11/14/2110,42,7,0.12,0,0,0,0
11/16/2110,2,7,0.12,0,0,1,0
11/17/2110,20,7,0.12,0,0,0,0
11/18/2110,17,7,0.12,0,0,0,0
11/19/2110,5,7,0.12,0,0,0,0
11/20/2110,3,7,0.12,0,0,0,0
11/21/2110,5,7,0.12,0,0,0,0
11/22/2110,8,7,0.12,0,0,1,0
11/26/2110,2,7,0.12,0,0,0,0
11/27/2110,2,7,0.12,0,0,0,0
11/28/2110,6,7,0.12,0,0,0,0
11/30/2110,4,7,0.12,0,0,1,0
12/1/2110,2,2.9,0.14,0.01,0,0,3
12/2/2110,4,2.9,0.14,0.01,0,0,3
12/3/2110,2,2.9,0.14,0.01,0,0,3
12/4/2110,3,2.9,0.14,0.01,0,0,3
12/7/2110,6,2.9,0.14,0.01,0,1,3
12/12/2110,18,2.9,0.14,0.01,0,0,3
12/13/2110,18,2.9,0.14,0.01,0,1,3
12/14/2110,41,2.9,0.14,0.01,0,1,3
12/16/2110,5,2.9,0.14,0.01,0,0,3
12/18/2110,7,2.9,0.14,0.01,0,0,3
12/19/2110,42,2.9,0.14,0.01,0,0,3
12/20/2110,4,2.9,0.14,0.01,0,1,3
12/21/2110,16,2.9,0.14,0.01,0,1,3
12/22/2110,4,2.9,0.14,0.01,0,0,3
12/23/2110,15,2.9,0.14,0.01,0,0,3
12/27/2110,48,2.9,0.14,0.01,0,1,3
12/31/2110,32,2.9,0.14,0.01,0,0,3
1/1/2111,25,-0.9,0.11,0,0,0,3
1/3/2111,4,-0.9,0.11,0,0,1,3
1/4/2111,33,-0.9,0.11,0,0,1,3
1/6/2111,4,-0.9,0.11,0,0,0,3
1/7/2111,6,-0.9,0.11,0,0,0,3
1/8/2111,11,-0.9,0.11,0,0,0,3
1/12/2111,4,-0.9,0.11,0,0,0,3
1/13/2111,16,-0.9,0.11,0,0,0,3
1/14/2111,11,-0.9,0.11,0,0,0,3
1/15/2111,16,-0.9,0.11,0,0,0,3
1/16/2111,4,-0.9,0.11,0,0,0,3
1/18/2111,25,-0.9,0.11,0,0,1,3
1/19/2111,30,-0.9,0.11,0,0,0,3
1/22/2111,24,-0.9,0.11,0,0,0,3
1/23/2111,12,-0.9,0.11,0,0,0,3
1/25/2111,1,-0.9,0.11,0,0,1,3
1/27/2111,6,-0.9,0.11,0,0,0,3
1/29/2111,33,-0.9,0.11,0,0,0,3
1/31/2111,2,-0.9,0.11,0,0,1,3
2/1/2111,12,0.10000000000000002,0.13,0.01,0,1,3
2/3/2111,6,0.10000000000000002,0.13,0.01,0,0,3
2/4/2111,22,0.1,0.13,0.01,0,0,3
2/6/2111,8,0.1,0.13,0.01,0,0,3
2/7/2111,21,0.1,0.13,0.01,0,1,3
2/9/2111,3,0.10000000000000002,0.13,0.01,0,0,3
2/10/2111,6,0.10000000000000002,0.13,0.01,0,0,3
2/12/2111,5,0.1,0.13,0.01,0,0,3
2/13/2111,8,0.1,0.13,0.01,0,0,3
2/14/2111,6,0.10000000000000002,0.13,0.01,0,1,3
2/15/2111,10,0.1,0.13,0.01,0,1,3
2/17/2111,12,0.10000000000000002,0.13,0.01,0,0,3
2/18/2111,6,0.10000000000000002,0.13,0.01,0,0,3
2/19/2111,3,0.10000000000000002,0.13,0.01,0,0,3
2/20/2111,4,0.1,0.13,0.01,0,0,3
2/21/2111,12,0.10000000000000002,0.13,0.01,0,1,3
2/23/2111,6,0.10000000000000002,0.13,0.01,0,0,3
2/24/2111,12,0.10000000000000002,0.13,0.01,0,0,3
2/26/2111,15,0.1,0.13,0.01,0,0,3
2/27/2111,21,0.1,0.13,0.01,0,0,3
2/28/2111,33,0.1,0.13,0.01,0,1,3
3/1/2111,2,3.4,0.11,0,0,1,1
3/4/2111,6,3.4,0.11,0,0,0,1
3/5/2111,1,3.4,0.11,0,0,0,1
3/7/2111,10,3.4,0.11000000000000001,0,0,1,1
3/10/2111,32,3.4,0.11,0,0,0,1
3/12/2111,1,3.4,0.11,0,0,0,1
3/14/2111,2,3.4,0.11,0,0,1,1
3/15/2111,8,3.4,0.11,0,0,1,1
3/16/2111,8,3.4,0.11,0,0,0,1
3/17/2111,11,3.4,0.11,0,0,0,1
3/19/2111,28,3.4,0.11,0,0,0,1
3/21/2111,10,3.4,0.11000000000000001,0,0,1,1
3/23/2111,2,3.4,0.11,0,0,0,1
3/24/2111,29,3.4,0.11,0,0,0,1
3/25/2111,15,3.4,0.11,0,0,0,1
3/26/2111,9,3.4,0.11,0,0,0,1
3/31/2111,6,3.4,0.11,0,0,0,1
4/1/2111,6,9.6,0.13,0,0,0,1
4/2/2111,2,9.6,0.13,0,0,0,1
4/3/2111,4,9.6,0.13,0,0,0,1
4/6/2111,11,9.6,0.13,0,0,0,1
4/7/2111,4,9.6,0.13,0,0,0,1
4/8/2111,12,9.6,0.13,0,0,0,1
4/10/2111,5,9.6,0.13,0,0,0,1
4/11/2111,2,9.6,0.13,0,0,1,1
4/13/2111,18,9.6,0.13,0,0,0,1
4/16/2111,10,9.6,0.13,0,0,0,1
4/18/2111,6,9.6,0.13,0,0,1,1
4/20/2111,22,9.6,0.13,0,0,0,1
4/21/2111,40,9.6,0.13,0,0,0,1
4/22/2111,16,9.6,0.13,0,0,0,1
4/23/2111,16,9.6,0.13,0,0,0,1
4/24/2111,6,9.6,0.13,0,0,0,1
4/25/2111,3,9.6,0.13,0,0,1,1
4/26/2111,10,9.6,0.13,0,0,1,1
4/27/2111,6,9.6,0.13,0,0,0,1
4/28/2111,19,9.6,0.13,0,0,0,1
4/30/2111,9,9.6,0.13,0,0,0,1
5/5/2111,11,15.2,0.09,0,0,0,1
5/6/2111,4,15.2,0.09,0,0,0,1
5/9/2111,4,15.2,0.09,0,0,1,1
5/10/2111,4,15.2,0.09,0,0,1,1
5/11/2111,15,15.2,0.09,0,0,0,1
5/12/2111,10,15.2,0.09,0,0,0,1
5/14/2111,17,15.2,0.09,0,0,0,1
5/16/2111,9,15.199999999999998,0.09,0,0,1,1
5/19/2111,6,15.199999999999998,0.09,0,0,0,1
5/20/2111,6,15.199999999999998,0.09,0,0,0,1
5/21/2111,90,15.2,0.09,0,0,0,1
5/22/2111,2,15.2,0.09,0,0,0,1
5/23/2111,10,15.2,0.09,0,0,1,1
5/24/2111,7,15.2,0.09,0,0,1,1
5/25/2111,6,15.199999999999998,0.09,0,0,0,1
5/26/2111,10,15.2,0.09,0,0,0,1
5/27/2111,32,15.2,0.09,0,0,0,1
5/29/2111,7,15.2,0.09,0,0,0,1
6/2/2111,5,19.9,0.16,0.2,0,0,2
6/3/2111,3,19.9,0.16,0.20000000000000004,0,0,2
6/4/2111,4,19.9,0.16,0.2,0,0,2
6/5/2111,4,19.9,0.16,0.2,0,0,2
6/8/2111,26,19.9,0.16,0.2,0,0,2
6/9/2111,26,19.9,0.16,0.2,0,0,2
6/10/2111,12,19.9,0.16,0.20000000000000004,0,0,2
6/11/2111,40,19.9,0.16,0.2,0,0,2
6/12/2111,5,19.9,0.16,0.2,0,0,2
6/14/2111,21,19.9,0.16,0.2,0,1,2
6/16/2111,20,19.9,0.16,0.2,0,0,2
6/17/2111,4,19.9,0.16,0.2,0,0,2
6/18/2111,5,19.9,0.16,0.2,0,0,2
6/19/2111,14,19.9,0.16,0.2,0,0,2
6/20/2111,22,19.9,0.16,0.2,0,1,2
6/21/2111,9,19.9,0.16,0.2,0,1,2
6/22/2111,8,19.9,0.16,0.2,0,0,2
6/24/2111,2,19.9,0.16,0.2,0,0,2
6/25/2111,7,19.9,0.16,0.2,0,0,2
6/26/2111,2,19.9,0.16,0.2,0,0,2
6/28/2111,5,19.9,0.16,0.2,0,1,2
6/29/2111,25,19.9,0.16,0.2,0,0,2
6/30/2111,2,19.9,0.16,0.2,0,0,2
7/1/2111,18,24.3,0.11,0.5,0,0,2
7/2/2111,20,24.3,0.11000000000000001,0.5,0,0,2
7/3/2111,18,24.3,0.11,0.5,0,0,2
7/4/2111,2,24.3,0.11,0.5,0,1,2
7/6/2111,1,24.3,0.11,0.5,0,0,2
7/7/2111,12,24.3,0.11,0.5,0,0,2
7/8/2111,9,24.3,0.11,0.5,0,0,2
7/9/2111,1,24.3,0.11,0.5,0,0,2
7/10/2111,4,24.3,0.11,0.5,0,0,2
7/11/2111,18,24.3,0.11,0.5,0,1,2
7/12/2111,6,24.3,0.11,0.5,0,1,2
7/13/2111,8,24.3,0.11,0.5,0,0,2
7/14/2111,6,24.3,0.11,0.5,0,0,2
7/15/2111,4,24.3,0.11,0.5,0,0,2
7/16/2111,12,24.3,0.11,0.5,0,0,2
7/17/2111,4,24.3,0.11,0.5,0,0,2
7/20/2111,14,24.3,0.11,0.5,0,0,2
7/22/2111,2,24.3,0.11,0.5,0,0,2
7/24/2111,3,24.3,0.11,0.5,0,0,2
7/25/2111,28,24.3,0.11,0.5,0,1,2
7/27/2111,4,24.3,0.11,0.5,0,0,2
7/29/2111,3,24.3,0.11,0.5,0,0,2
7/30/2111,8,24.3,0.11,0.5,0,0,2
7/31/2111,1,24.3,0.11,0.5,0,0,2
8/1/2111,29,23.3,0.1,0.8,0,1,2
8/3/2111,37,23.3,0.1,0.8,0,0,2
8/4/2111,6,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/6/2111,5,23.3,0.1,0.8,0,0,2
8/7/2111,20,23.3,0.1,0.8,0,0,2
8/10/2111,25,23.3,0.1,0.8,0,0,2
8/11/2111,33,23.3,0.1,0.8,0,0,2
8/12/2111,23,23.3,0.1,0.8,0,0,2
8/13/2111,11,23.3,0.1,0.8,0,0,2
8/15/2111,3,23.3,0.10000000000000002,0.8000000000000002,0,1,2
8/16/2111,4,23.3,0.1,0.8,0,1,2
8/17/2111,2,23.3,0.1,0.8,0,0,2
8/18/2111,8,23.3,0.1,0.8,0,0,2
8/19/2111,21,23.3,0.1,0.8,0,0,2
8/20/2111,7,23.3,0.1,0.8,0,0,2
8/21/2111,4,23.3,0.1,0.8,0,0,2
8/23/2111,4,23.3,0.1,0.8,0,1,2
8/24/2111,4,23.3,0.1,0.8,0,0,2
8/25/2111,6,23.3,0.10000000000000002,0.8000000000000002,0,0,2
8/27/2111,2,23.3,0.1,0.8,0,0,2
8/28/2111,47,23.300000000000004,0.1,0.8,0,0,2
8/30/2111,35,23.3,0.1,0.8,0,1,2
8/31/2111,20,23.3,0.1,0.8,0,0,2
9/1/2111,42,19.5,0.1,0.3,0,0,0
9/2/2111,12,19.5,0.10000000000000002,0.3,0,0,0
9/3/2111,9,19.5,0.1,0.3,0,0,0
9/4/2111,4,19.5,0.1,0.3,0,0,0
9/6/2111,6,19.5,0.10000000000000002,0.3,0,1,0
9/7/2111,109,19.5,0.1,0.29999999999999993,0,0,0
9/8/2111,17,19.5,0.1,0.3,0,0,0
9/9/2111,3,19.5,0.10000000000000002,0.3,0,0,0
9/10/2111,24,19.5,0.10000000000000002,0.3,0,0,0
9/11/2111,6,19.5,0.10000000000000002,0.3,0,0,0
9/12/2111,16,19.5,0.1,0.3,0,1,0
9/13/2111,6,19.5,0.10000000000000002,0.3,0,1,0
9/14/2111,16,19.5,0.1,0.3,0,0,0
9/15/2111,8,19.5,0.1,0.3,0,0,0
9/16/2111,22,19.5,0.1,0.3,0,0,0
9/17/2111,12,19.5,0.10000000000000002,0.3,0,0,0
9/18/2111,14,19.5,0.1,0.3,0,0,0
9/19/2111,21,19.5,0.1,0.3,0,1,0
9/20/2111,25,19.5,0.1,0.3,0,1,0
9/21/2111,18,19.5,0.1,0.3,0,0,0
9/22/2111,7,19.5,0.1,0.3,0,0,0
9/23/2111,10,19.5,0.1,0.3,0,0,0
9/25/2111,4,19.5,0.1,0.3,0,0,0
9/26/2111,3,19.5,0.10000000000000002,0.3,0,1,0
9/27/2111,8,19.5,0.1,0.3,0,1,0
9/28/2111,28,19.5,0.1,0.3,0,0,0
9/29/2111,2,19.5,0.1,0.3,0,0,0
9/30/2111,3,19.5,0.10000000000000002,0.3,0,0,0
10/1/2111,5,13.7,0.13,0,0,0,0
10/5/2111,32,13.7,0.13,0,0,0,0
10/6/2111,1,13.7,0.13,0,0,0,0
10/7/2111,5,13.7,0.13,0,0,0,0
10/8/2111,11,13.7,0.13,0,0,0,0
10/9/2111,9,13.7,0.13,0,0,0,0
10/10/2111,1,13.7,0.13,0,0,1,0
10/11/2111,2,13.7,0.13,0,0,1,0
10/13/2111,4,13.7,0.13,0,0,0,0
10/14/2111,7,13.7,0.13,0,0,0,0
10/15/2111,1,13.7,0.13,0,0,0,0
10/17/2111,55,13.7,0.13,0,0,1,0
10/18/2111,26,13.7,0.13,0,0,1,0
10/19/2111,1,13.7,0.13,0,0,0,0
10/20/2111,2,13.7,0.13,0,0,0,0
10/21/2111,7,13.7,0.13,0,0,0,0
10/22/2111,12,13.699999999999998,0.13,0,0,0,0
10/24/2111,20,13.7,0.13,0,0,1,0
10/26/2111,35,13.7,0.13,0,0,0,0
10/27/2111,10,13.7,0.13,0,0,0,0
10/28/2111,14,13.7,0.13,0,0,0,0
10/30/2111,8,13.7,0.13,0,0,0,0
10/31/2111,35,13.7,0.13,0,0,1,0
11/1/2111,3,7,0.12,0,0,1,0
11/2/2111,11,7,0.11999999999999998,0,0,0,0
11/3/2111,4,7,0.12,0,0,0,0
11/4/2111,4,7,0.12,0,0,0,0
11/6/2111,38,7,0.12,0,0,0,0
11/7/2111,6,7,0.12,0,0,1,0
11/8/2111,2,7,0.12,0,0,1,0
11/9/2111,6,7,0.12,0,0,0,0
11/11/2111,4,7,0.12,0,0,0,0
11/12/2111,5,7,0.12,0,0,0,0
11/14/2111,21,7,0.12,0,0,1,0
11/15/2111,4,7,0.12,0,0,1,0
11/17/2111,31,7,0.12,0,0,0,0
11/18/2111,9,7,0.12000000000000001,0,0,0,0
11/20/2111,3,7,0.12,0,0,0,0
11/21/2111,12,7,0.12,0,0,1,0
11/23/2111,6,7,0.12,0,0,0,0
11/24/2111,17,7,0.12,0,0,0,0
11/26/2111,4,7,0.12,0,0,0,0
11/27/2111,2,7,0.12,0,0,0,0
11/28/2111,6,7,0.12,0,0,1,0
11/29/2111,1,7,0.12,0,0,1,0
11/30/2111,7,7,0.12,0,0,0,0
12/1/2111,24,2.9,0.14,0.01,0,0,3
12/2/2111,2,2.9,0.14,0.01,0,0,3
12/3/2111,4,2.9,0.14,0.01,0,0,3
12/4/2111,2,2.9,0.14,0.01,0,0,3
12/5/2111,6,2.9,0.14,0.01,0,1,3
12/6/2111,1,2.9,0.14,0.01,0,1,3
12/7/2111,10,2.9,0.14,0.01,0,0,3
12/8/2111,6,2.9,0.14,0.01,0,0,3
12/10/2111,29,2.9,0.14,0.01,0,0,3
12/11/2111,9,2.9,0.14,0.01,0,0,3
12/12/2111,10,2.9,0.14,0.01,0,1,3
12/13/2111,3,2.9,0.14,0.01,0,1,3
12/14/2111,21,2.9,0.14,0.01,0,0,3
12/16/2111,2,2.9,0.14,0.01,0,0,3
12/18/2111,12,2.9,0.14,0.01,0,0,3
12/20/2111,8,2.9,0.14,0.01,0,1,3
12/22/2111,9,2.9,0.14,0.01,0,0,3
12/23/2111,15,2.9,0.14,0.01,0,0,3
12/24/2111,8,2.9,0.14,0.01,0,0,3
12/25/2111,10,2.9,0.14,0.01,0,0,3
12/26/2111,7,2.9,0.14,0.01,0,1,3
12/27/2111,10,2.9,0.14,0.01,0,1,3
12/29/2111,48,2.9,0.14,0.01,0,0,3
12/30/2111,7,2.9,0.14,0.01,0,0,3
12/31/2111,18,2.9,0.14,0.01,0,0,3
1/1/2112,3,-0.9,0.11,0,0,0,3
1/2/2112,18,-0.9,0.11,0,0,1,3
1/4/2112,27,-0.9,0.11,0,0,0,3
1/5/2112,21,-0.9,0.11,0,0,0,3
1/7/2112,5,-0.9,0.11000000000000001,0,0,0,3
1/8/2112,11,-0.9,0.11,0,0,0,3
1/10/2112,6,-0.9,0.11,0,0,1,3
1/11/2112,16,-0.9,0.11,0,0,0,3
1/13/2112,20,-0.9,0.11000000000000001,0,0,0,3
1/14/2112,16,-0.9,0.11,0,0,0,3
1/15/2112,10,-0.9,0.11000000000000001,0,0,0,3
1/19/2112,4,-0.9,0.11,0,0,0,3
1/22/2112,17,-0.9,0.11,0,0,0,3
1/24/2112,6,-0.9,0.11,0,0,1,3
1/25/2112,14,-0.9,0.11,0,0,0,3
1/26/2112,16,-0.9,0.11,0,0,0,3
1/27/2112,5,-0.9,0.11000000000000001,0,0,0,3
1/28/2112,5,-0.9,0.11000000000000001,0,0,0,3
1/30/2112,26,-0.9,0.11,0,0,1,3
2/1/2112,4,0.1,0.13,0.01,0,0,3
2/2/2112,11,0.1,0.13,0.01,0,0,3
2/3/2112,30,0.1,0.13,0.01,0,0,3
2/4/2112,19,0.1,0.13,0.01,0,0,3
2/5/2112,12,0.10000000000000002,0.13,0.01,0,0,3
2/6/2112,4,0.1,0.13,0.01,0,1,3
2/7/2112,18,0.1,0.13,0.01,0,1,3
2/14/2112,11,0.1,0.13,0.01,0,1,3
2/15/2112,9,0.1,0.13,0.01,0,0,3
